1801071842ENCKO;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937917;https://tracking.dpd.de/parcelstatus?query=07081006937917&locale=fr_BE
1801071737EMOHT;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937909;https://tracking.dpd.de/parcelstatus?query=07081006937909&locale=fr_BE
1801071506ELA2T;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937916;https://tracking.dpd.de/parcelstatus?query=07081006937916&locale=fr_BE
1801071534ELJIY;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937938;https://tracking.dpd.de/parcelstatus?query=07081006937938&locale=fr_BE
1801071615ELX06;Shipped;ARU2094;6;ShippedBySeller;DPD;07081006937921;https://tracking.dpd.de/parcelstatus?query=07081006937921&locale=fr_BE
1801080052EQ3SX;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937941;https://tracking.dpd.de/parcelstatus?query=07081006937941&locale=fr_BE
1801071203EJNB0;Shipped;ART0742;6;ShippedBySeller;DPD;07081006937908;https://tracking.dpd.de/parcelstatus?query=07081006937908&locale=fr_BE
1801071213EJQSS;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937923;https://tracking.dpd.de/parcelstatus?query=07081006937923&locale=fr_BE
1801071416EKU4O;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937856;https://tracking.dpd.de/parcelstatus?query=07081006937856&locale=fr_BE
1801071419EKV58;Shipped;ARU2094;6;ShippedBySeller;DPD;07081006937945;https://tracking.dpd.de/parcelstatus?query=07081006937945&locale=fr_BE
1801071524ELG59;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006937915;https://tracking.dpd.de/parcelstatus?query=07081006937915&locale=fr_BE
1801071630EM1Y0;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937829;https://tracking.dpd.de/parcelstatus?query=07081006937829&locale=fr_BE
1801071658EMB8X;Shipped;ART0742;6;ShippedBySeller;DPD;07081006937939;https://tracking.dpd.de/parcelstatus?query=07081006937939&locale=fr_BE
1801072340EPU52;Shipped;ART0742;6;ShippedBySeller;DPD;07080002340266;https://tracking.dpd.de/parcelstatus?query=07080002340266&locale=fr_BE
1801070938EIGDA;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937803;https://tracking.dpd.de/parcelstatus?query=07081006937803&locale=fr_BE
1801071043EIWIU;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937836;https://tracking.dpd.de/parcelstatus?query=07081006937836&locale=fr_BE
1801071139EJEUX;Shipped;ART1639;6;ShippedBySeller;DPD;07080002340262;https://tracking.dpd.de/parcelstatus?query=07080002340262&locale=fr_BE
1801071214EJR52;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937853;https://tracking.dpd.de/parcelstatus?query=07081006937853&locale=fr_BE
1801071214EJRDI;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937841;https://tracking.dpd.de/parcelstatus?query=07081006937841&locale=fr_BE
1801071253EK4OL;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937849;https://tracking.dpd.de/parcelstatus?query=07081006937849&locale=fr_BE
1801071253EK4PN;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937863;https://tracking.dpd.de/parcelstatus?query=07081006937863&locale=fr_BE
1801071356EKO0X;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937854;https://tracking.dpd.de/parcelstatus?query=07081006937854&locale=fr_BE
1801072039EOFPC;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937821;https://tracking.dpd.de/parcelstatus?query=07081006937821&locale=fr_BE
1801072045EOHVG;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937814;https://tracking.dpd.de/parcelstatus?query=07081006937814&locale=fr_BE
1801072054EOL2C;Shipped;ART9690;6;ShippedBySeller;DPD;07081006937815;https://tracking.dpd.de/parcelstatus?query=07081006937815&locale=fr_BE
1801072137EOZAM;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937844;https://tracking.dpd.de/parcelstatus?query=07081006937844&locale=fr_BE
1801072145EP25D;Shipped;ART1621;6;ShippedBySeller;DPD;07081006937801;https://tracking.dpd.de/parcelstatus?query=07081006937801&locale=fr_BE
1801072145EP25D;Shipped;sensoria160X200;6;ShippedBySeller;DPD;07081006937801;https://tracking.dpd.de/parcelstatus?query=07081006937801&locale=fr_BE
1801072314EPP3F;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937716;https://tracking.dpd.de/parcelstatus?query=07081006937716&locale=fr_BE
1801072315EPPFV;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937685;https://tracking.dpd.de/parcelstatus?query=07081006937685&locale=fr_BE
1801080110EQ5FH;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937831;https://tracking.dpd.de/parcelstatus?query=07081006937831&locale=fr_BE
1801071042EIW0F;Shipped;ART1616;6;ShippedBySeller;DPD;07081006938282;https://tracking.dpd.de/parcelstatus?query=07081006938282&locale=fr_BE
1801071102EJ2EN;Shipped;ART1652;6;ShippedBySeller;DPD;07081006937666;https://tracking.dpd.de/parcelstatus?query=07081006937666&locale=fr_BE
1801071300EK75I;Shipped;ART1634;6;ShippedBySeller;DPD;07081006937665;https://tracking.dpd.de/parcelstatus?query=07081006937665&locale=fr_BE
1801071315EKBJI;Shipped;ART1634;6;ShippedBySeller;DPD;07081006937707;https://tracking.dpd.de/parcelstatus?query=07081006937707&locale=fr_BE
1801071349EKLUC;Shipped;ART0722;6;ShippedBySeller;DPD;07081006938311;https://tracking.dpd.de/parcelstatus?query=07081006938311&locale=fr_BE
1801071350EKM8S;Shipped;ART1652;6;ShippedBySeller;DPD;07081006937681;https://tracking.dpd.de/parcelstatus?query=07081006937681&locale=fr_BE
1801071409EKRYC;Shipped;ART1652;6;ShippedBySeller;DPD;07081006937697;https://tracking.dpd.de/parcelstatus?query=07081006937697&locale=fr_BE
1801071519ELEDH;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000018786;http://www.seur.com/fr/seguimiento-online.do
1801071635EM3KQ;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937667;https://tracking.dpd.de/parcelstatus?query=07081006937667&locale=fr_BE
1801071651EM8WG;Shipped;ART1616;6;ShippedBySeller;DPD;07081006937703;https://tracking.dpd.de/parcelstatus?query=07081006937703&locale=fr_BE
1801071707EMED0;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937690;https://tracking.dpd.de/parcelstatus?query=07081006937690&locale=fr_BE
1801071709EMEZE;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937686;https://tracking.dpd.de/parcelstatus?query=07081006937686&locale=fr_BE
1801071710EMF9Z;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937704;https://tracking.dpd.de/parcelstatus?query=07081006937704&locale=fr_BE
1801071736EMO3O;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937709;https://tracking.dpd.de/parcelstatus?query=07081006937709&locale=fr_BE
1801071804EMY76;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000018917;http://www.seur.com/fr/seguimiento-online.do
1801071809EN06Q;Shipped;ART1652;6;ShippedBySeller;DPD;07081006937662;https://tracking.dpd.de/parcelstatus?query=07081006937662&locale=fr_BE
1801071820EN4C4;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937683;https://tracking.dpd.de/parcelstatus?query=07081006937683&locale=fr_BE
1801071840ENBX7;Shipped;ART9690;6;ShippedBySeller;DPD;07081006937721;https://tracking.dpd.de/parcelstatus?query=07081006937721&locale=fr_BE
1801071847ENEFN;Shipped;ART1621;6;ShippedBySeller;DPD;07081006937689;https://tracking.dpd.de/parcelstatus?query=07081006937689&locale=fr_BE
1801071900ENJAK;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937705;https://tracking.dpd.de/parcelstatus?query=07081006937705&locale=fr_BE
1801071917ENP8R;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937695;https://tracking.dpd.de/parcelstatus?query=07081006937695&locale=fr_BE
1801071922ENR22;Shipped;ART1634;6;ShippedBySeller;DPD;07081006937713;https://tracking.dpd.de/parcelstatus?query=07081006937713&locale=fr_BE
1801071935ENV7V;Shipped;ART1639;6;ShippedBySeller;DPD;07081006937723;https://tracking.dpd.de/parcelstatus?query=07081006937723&locale=fr_BE
1801072059EOMOY;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000019054;http://www.seur.com/fr/seguimiento-online.do
1801072124EOV44;Shipped;ART1652;6;ShippedBySeller;DPD;07081006937710;https://tracking.dpd.de/parcelstatus?query=07081006937710&locale=fr_BE
1801072126EOW03;Shipped;ART0536;6;ShippedBySeller;DPD;07081006938290;https://tracking.dpd.de/parcelstatus?query=07081006938290&locale=fr_BE
1801072138EOZNI;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000019088;http://www.seur.com/fr/seguimiento-online.do
1801072223EPD6T;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000019119;http://www.seur.com/fr/seguimiento-online.do
1801072320EPQHI;Shipped;ART9315;6;ShippedBySeller;DPD;07081006937699;https://tracking.dpd.de/parcelstatus?query=07081006937699&locale=fr_BE
1801072342EPULC;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000019144;http://www.seur.com/fr/seguimiento-online.do
1801080129EQ70H;Shipped;ART1641;6;ShippedBySeller;SEUR;OPBN000018504;http://www.seur.com/fr/seguimiento-online.do
1801080807ER2X6;Shipped;ART1652;6;ShippedBySeller;DPD;07081006938307;https://tracking.dpd.de/parcelstatus?query=07081006938307&locale=fr_BE
1801042314DW2EH;Shipped;ART9624;6;ShippedBySeller;DPD;07081006938140;https://tracking.dpd.de/parcelstatus?query=07081006938140&locale=fr_BE
1801071007EIM7G;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006938160;https://tracking.dpd.de/parcelstatus?query=07081006938160&locale=fr_BE
1801071100EJ1KN;Shipped;ARU2523;6;ShippedBySeller;DPD;07081006938200;https://tracking.dpd.de/parcelstatus?query=07081006938200&locale=fr_BE
1801071316EKBUA;Shipped;ART1623;6;ShippedBySeller;SEUR;OPBN000018703;http://www.seur.com/fr/seguimiento-online.do
1801071444EL2QP;Shipped;ARU2463;6;ShippedBySeller;DPD;07081006938214;https://tracking.dpd.de/parcelstatus?query=07081006938214&locale=fr_BE
1801071657EMAXS;Shipped;ARU2523;6;ShippedBySeller;DPD;07081006938215;https://tracking.dpd.de/parcelstatus?query=07081006938215&locale=fr_BE
1801071759EMWKZ;Shipped;ARU2483;6;ShippedBySeller;DPD;07081006938202;https://tracking.dpd.de/parcelstatus?query=07081006938202&locale=fr_BE
1801071955EO1LJ;Shipped;SUPRATEX90x190;6;ShippedBySeller;DPD;07081006938192;https://tracking.dpd.de/parcelstatus?query=07081006938192&locale=fr_BE
1801072045EOHZ8;Shipped;ARU2523;6;ShippedBySeller;DPD;07081006938165;https://tracking.dpd.de/parcelstatus?query=07081006938165&locale=fr_BE
1801072152EP45G;Shipped;ART1634;6;ShippedBySeller;DPD;07081006937669;https://tracking.dpd.de/parcelstatus?query=07081006937669&locale=fr_BE
1801080630EQSIJ;Shipped;ARU2536;6;ShippedBySeller;DPD;07081006938148;https://tracking.dpd.de/parcelstatus?query=07081006938148&locale=fr_BE